id,xyz_file,smiles,name,status,reason,ff_used,min_energy_kcal,delta_eps,delta_eps_am1,delta_eps_r2scan3c
de_cp_1651,de_cp_1651.xyz,C0CC(c2ccc(c4c(F)cc(c6ccc(OCCF)c(F)c(F)6)cc4)cc2)C0,,ok,ok,mmff,110.202854,-9.1,-1.877816128,1.152339966
de_cp_1652,de_cp_1652.xyz,C0CC(c2ccc(c4c(F)cc(c6ccc(OCCF)c(F)c(F)6)cc4)cc2)CC0,,ok,ok,mmff,109.493447,0.5,6.590889562,-0.571308266
de_cp_1653,de_cp_1653.xyz,CCCC0CCC(COc2ccc3c4ccc(C(F)(F)F)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,69.581498,0.4,,7.168732282
de_cp_1654,de_cp_1654.xyz,CCCC0CCC(C(F)(F)Oc2ccc3c4ccc(C(F)(F)F)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,67.914847,0.3,10.24166538,9.292114905
de_cp_1655,de_cp_1655.xyz,CCCC0CCC(CCc2ccc3c4ccc(C(F)(F)F)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,57.497483,0.5,9.633102005,7.992382191
de_cp_1656,de_cp_1656.xyz,CCCC0CC=C(COc2ccc3c4ccc(C(F)(F)F)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,70.270227,0.4,11.946166,13.75503143
de_cp_1657,de_cp_1657.xyz,CCCC0CC=C(CCc2ccc3c4ccc(C(F)(F)F)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,61.632419,0.6,15.11861706,11.49262745
de_cp_1658,de_cp_1658.xyz,CCCC0CC=C(C(F)(F)Oc2ccc3c4ccc(C(F)(F)F)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,70.06943,-7.2,-6.647760133,11.2639031
de_cp_1659,de_cp_1659.xyz,CCC0CCC(COc2ccc3c4ccc(OCCC)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,81.62592,-6.9,-0.549523673,-4.500889311
de_cp_1660,de_cp_1660.xyz,CCC0CC=C(CCc2ccc3c4ccc(OCCC)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,72.988019,0.4,7.221926318,0.098523312
de_cp_1661,de_cp_1661.xyz,CCCC0CCC(c2c(F)c(F)c3c(F)c(OC(F)(F)F)ccc3c2)CC0,,ok,ok,mmff,57.180754,0.4,3.024634452,9.747322258
de_cp_1662,de_cp_1662.xyz,CCCC0CC=C(c2c(F)c(F)c3c(F)c(OC(F)(F)F)ccc3c2)CC0,,ok,ok,mmff,60.728761,0.5,6.58525226,6.198724999
de_cp_1663,de_cp_1663.xyz,C0C(C2CCC(c4c(F)c(F)c5c(F)c(OC(F)(F)F)ccc5c4)CC2)C0,,ok,ok,mmff,73.418242,0.3,11.64497457,8.125854803
de_cp_1664,de_cp_1664.xyz,C0CC(C2CCC(c4c(F)c(F)c5c(F)c(C(F)(F)F)ccc5c4)CC2)CC0,,ok,ok,mmff,63.271316,0.4,4.165397979,11.91889059
de_cp_1665,de_cp_1665.xyz,CCCC0CCC(COc2c(F)c(F)c3c(F)c(C(F)(F)F)ccc3c2)CC0,,ok,ok,mmff,60.665449,0.4,10.58828293,8.518028452
de_cp_1666,de_cp_1666.xyz,CCCC0CCC(C2CCC(COc4c(F)c(F)c5c(F)c(C(F)(F)F)ccc5c4)CC2)CC0,,ok,ok,mmff,73.464522,0.5,2.148826169,14.42642374
de_cp_1667,de_cp_1667.xyz,CCCC0CCC(c2ccc(COc4c(F)c(F)c5c(F)c(OC(F)(F)F)ccc5c4)cc2)CC0,,ok,ok,mmff,95.524588,-7.7,-1.906568087,8.499573239
de_cp_1668,de_cp_1668.xyz,CCCC0CCC(c2c(F)c(F)c3c(F)c(OCC)ccc3c2)CC0,,ok,ok,mmff,62.985143,-8,-4.801733978,-1.057459534
de_cp_1669,de_cp_1669.xyz,CCCC0CCC(C2CCC(COc4c(F)c(F)c5c(F)c(CCC)ccc5c4)CC2)CC0,,ok,ok,mmff,72.394144,0.4,2.362365002,-2.685159751
de_cp_1670,de_cp_1670.xyz,CCCC0CCC(COc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,71.635691,0.6,2.9466952,5.192380461
de_cp_1671,de_cp_1671.xyz,CCCC0CCC(C(F)(F)Oc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,71.683028,0.3,7.007481367,2.084434943
de_cp_1672,de_cp_1672.xyz,CCCC0CCC(CCc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,61.481236,0.4,2.194290721,6.43393278
de_cp_1673,de_cp_1673.xyz,CCCC0CC=C(COc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,72.676977,0.3,12.46126724,9.401755309
de_cp_1674,de_cp_1674.xyz,CCCC0CC=C(CCc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,64.524427,0.5,5.138990884,10.01515343
de_cp_1675,de_cp_1675.xyz,CCCC0CC=C(C(F)(F)Oc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,72.884764,-7.1,-6.647760133,8.480048203
de_cp_1676,de_cp_1676.xyz,CCC0CCC(COc2ccc3c4ccc(OCCC)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,81.62592,-6.8,-0.549523673,-4.500889311
de_cp_1677,de_cp_1677.xyz,CCC0CC=C(CCc2ccc3c4ccc(OCCC)c(F)c4Sc3c(F)2)CC0,,ok,ok,mmff,72.988019,0.5,18.86274076,0.098523312
de_cp_1678,de_cp_1678.xyz,C0CC0COc1c(F)c2COc3c(F)c(C(F)(F)(F))ccc3c2cc1,,ok,ok,mmff,87.744365,0.6,2.279663714,23.14342228
de_cp_1679,de_cp_1679.xyz,C0CC0COc1c(F)c2OCc3c(F)c(OC(F)(F)(F))ccc3c2cc1,,ok,ok,mmff,95.723903,0.4,14.35344542,3.331189802
de_cp_1680,de_cp_1680.xyz,C0CCCC0COc1c(F)c2COc3c(F)c(C(F)(F)(F))ccc3c2cc1,,ok,ok,mmff,73.063563,0.5,6.7035163,18.11861108
de_cp_1681,de_cp_1681.xyz,C0CCCC0COc1c(F)c2OCc3c(F)c(C(F)(F)(F))ccc3c2cc1,,ok,ok,mmff,77.540114,0.4,7.426536069,9.102422284
de_cp_1682,de_cp_1682.xyz,C0CC0CC9CC=C(c1c(F)c2COc3c(F)c(OC(F)(F)(F))ccc3c2cc1)CC9,,ok,ok,mmff,97.500159,0.4,,10.11507196
de_cp_1683,de_cp_1683.xyz,C0CCCC0CC9CC=C(c1c(F)c2COc3c(F)c(OC(F)(F)(F))ccc3c2cc1)CC9,,ok,ok,mmff,90.006297,0.5,6.899195814,8.696183806
de_cp_1684,de_cp_1684.xyz,CCCCC9CC=C(c1c(F)c2COc3c(F)c(OC(F)(F)(F))ccc3c2cc1)CC9,,ok,ok,mmff,79.391772,-9.3,-2.061944717,9.94963645
de_cp_1685,de_cp_1685.xyz,C0CCCC0c1c(F)c2COc3c(F)c(CCCCC)ccc3c2cc1,,ok,ok,mmff,64.02937,-9.5,-1.660486108,-0.021277822
de_cp_1686,de_cp_1686.xyz,C0CCCC0COc1c(F)c2COc3c(F)c(OCCCC)ccc3c2cc1,,ok,ok,mmff,86.97,0.4,8.510384254,0.320393441
de_cp_1687,de_cp_1687.xyz,C0C(COc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,83.988702,0.4,7.797872575,14.0260148
de_cp_1688,de_cp_1688.xyz,C0C(c2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,63.584139,0.5,1.933071364,7.654284816
de_cp_1689,de_cp_1689.xyz,C0C(Cc2ccc3c4ccc(OC(F)(F)F)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,78.740612,0.3,1.706729922,2.792365672
de_cp_1690,de_cp_1690.xyz,C0C(CCc2ccc3c4ccc(OC(F)(F)F)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,79.424631,0.4,3.314804186,3.456424003
de_cp_1691,de_cp_1691.xyz,C0C(Oc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,64.00829,0.4,1.896022938,7.87085425
de_cp_1692,de_cp_1692.xyz,C0CC(COc2ccc3c4ccc(OC(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,76.40885,0.5,2.66691309,6.134247151
de_cp_1693,de_cp_1693.xyz,C0CC(c2ccc3c4ccc(OC(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,68.347569,0.3,0.850808031,6.440369397
de_cp_1694,de_cp_1694.xyz,C0CC(Oc2ccc3c4ccc(OC(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,76.553681,0.4,5.196441684,6.943340656
de_cp_1695,de_cp_1695.xyz,C0CC(Cc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,59.077999,0.4,9.068529795,6.296777808
de_cp_1696,de_cp_1696.xyz,C0CC(CCc2ccc3c4ccc(C(F)(F)F)c(F)c4Oc3c(F)2)CC0,,ok,ok,mmff,59.491261,-6.9,-4.227804741,7.284609084
de_cp_1697,de_cp_1697.xyz,C0C(COc2ccc3c4ccc(OCCC)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,94.789906,-7.1,-2.312642128,-1.309151686
de_cp_1698,de_cp_1698.xyz,C0C(Cc2ccc3c4ccc(OCCC)c(F)c4Oc3c(F)2)C0,,ok,ok,mmff,81.736477,-14.5,0.251691993,-0.658884564
de_cp_1699,de_cp_1699.xyz,CCCCCOc0ccc1c2ccc(SCC)c(F)c2Sc1c(F)0,,ok,ok,mmff,62.438058,-14.4,0.323717432,1.219733117
de_cp_1700,de_cp_1700.xyz,C0C(COc2ccc3c4ccc(SCC)c(F)c4Sc3c(F)2)C0,,ok,ok,mmff,84.176554,-17.6,2.029683271,1.069406129
de_cp_1701,de_cp_1701.xyz,FCCOc0ccc1c2ccc(SCC)c(F)c2Sc1c(F)0,,ok,ok,mmff,72.271236,-15.1,-3.290589919,-1.180954156
de_cp_1702,de_cp_1702.xyz,CCCCCOc0ccc1c2ccc(OCC)c(F)c2Sc1c(F)0,,ok,ok,mmff,70.745075,-17.6,-0.253146349,-2.361697556
de_cp_1703,de_cp_1703.xyz,CCCCOc0ccc1c2ccc(OCCF)c(F)c2Sc1c(F)0,,ok,ok,mmff,79.948755,-17.8,0.092457189,0.252614278
de_cp_1704,de_cp_1704.xyz,CCCCCOc0ccc1c2ccc(OCCF)c(F)c2Sc1c(F)0,,ok,ok,mmff,78.723161,-18.1,-0.620796506,0.763949252
de_cp_1705,de_cp_1705.xyz,FCCOc0ccc1c2ccc(OCC3CC3)c(F)c2Sc1c(F)0,,ok,ok,mmff,102.401401,-15.5,-14.61552736,2.947797888
de_cp_1706,de_cp_1706.xyz,CCOc0ccc1c2ccc(OCC3CC3)c(F)c2Oc1c(F)0,,ok,ok,mmff,97.947961,-15.1,-4.431391178,-6.763674426
de_cp_1707,de_cp_1707.xyz,CCCOc0ccc1c2ccc(OCC3CC3)c(F)c2Oc1c(F)0,,ok,ok,mmff,94.349074,-14.2,-1.04727546,-1.298014845
de_cp_1708,de_cp_1708.xyz,CCCCOc0ccc1c2ccc(OCC3CC3)c(F)c2Oc1c(F)0,,ok,ok,mmff,94.894987,-13.5,-4.546949688,0.010416874
de_cp_1709,de_cp_1709.xyz,CCCCCOc0ccc1c2ccc(OCC3CC3)c(F)c2Oc1c(F)0,,ok,ok,mmff,96.097407,-7.2,0.305508169,-2.232796142
de_cp_1710,de_cp_1710.xyz,CCCCCOc1c(F)cc(c2c(F)c(F)c(OCC)cc2)cc1,,ok,ok,mmff,71.983849,-10.7,-2.513134074,-0.342562388
de_cp_1711,de_cp_1711.xyz,CCC0CCC(COc2ccc(c4ccc(OCCF)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,84.38122,-7.3,0.576693501,-2.194386127
de_cp_1712,de_cp_1712.xyz,CCC0CCC(COc2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,71.723635,-10.8,0.965957261,0.331822668
de_cp_1713,de_cp_1713.xyz,CCCC0CCC(COc2ccc(c4ccc(OCCF)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,85.036952,-7.5,-2.054716955,1.254805301
de_cp_1714,de_cp_1714.xyz,CCCC0CCC(COc2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,74.721438,-11.3,-0.729883943,-0.996352377
de_cp_1715,de_cp_1715.xyz,C=CC0CCC(COc2ccc(OCCF)c(F)c(F)2)CC0,,ok,ok,mmff,76.786696,-8.6,-3.545255356,-0.510983206
de_cp_1716,de_cp_1716.xyz,C=CC0CCC(COc2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,67.842121,-12.4,0.397488876,-2.061979331
de_cp_1717,de_cp_1717.xyz,C=CC0CCC(C2CCC(COc4ccc(OCCF)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,88.589275,-9,-6.268296212,0.377087088
de_cp_1718,de_cp_1718.xyz,C=CC0CCC(C2CCC(COc4ccc(OCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,83.730762,-10.8,0.536608828,-3.746414646
de_cp_1719,de_cp_1719.xyz,C=CC0CCC(COc2ccc(c4ccc(OCCF)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,92.886647,-7.5,-2.530671417,0.752365302
de_cp_1720,de_cp_1720.xyz,C=CC0CCC(COc2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,82.963875,-18.3,0.092457189,-1.862586326
de_cp_1721,de_cp_1721.xyz,CCCCCOc0ccc1c2ccc(OCCF)c(F)c2Sc1c(F)0,,ok,ok,mmff,78.723161,-7.2,-0.967022403,0.763949252
de_cp_1722,de_cp_1722.xyz,CCCCCOc0c(F)cc(c2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,71.932632,-17.8,-0.320476227,-0.436106287
de_cp_1723,de_cp_1723.xyz,CCCc0ccc(c2ccc3c4ccc(OCCF)c(F)c4Sc3c(F)2)cc0,,ok,ok,mmff,96.818921,-6.8,-0.984134915,-0.299314023
de_cp_1724,de_cp_1724.xyz,CCCc0ccc(c2c(F)cc(c4ccc(OCC)c(F)c(F)4)cc2)cc0,,ok,ok,mmff,85.350182,-8.5,0.967758816,-0.185167309
de_cp_1725,de_cp_1725.xyz,CCCC0CC=C(c2ccc(c4ccc(OCCF)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,83.196421,-6.1,-3.892549186,1.357282164
de_cp_1726,de_cp_1726.xyz,CCCC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,76.521651,-9.3,0.114114046,-2.779285815
de_cp_1727,de_cp_1727.xyz,CCCC0CC=C(c2c(F)cc(c4ccc(OCCF)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,88.776145,-4.5,-1.604052936,0.502849982
de_cp_1728,de_cp_1728.xyz,CCCC0CC=C(c2cc(F)c(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,72.259951,-7.1,,-1.039580284
de_cp_1729,de_cp_1729.xyz,FCCCOc0ccc(c2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,56.200539,-6.4,-5.611270953,-0.974809065
de_cp_1730,de_cp_1730.xyz,CCCc0ccc(c2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,63.481012,-8.1,-5.906490005,-2.921850042
de_cp_1731,de_cp_1731.xyz,FCCCOc0c(F)cc(c2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,67.9896,-7.3,0.57058363,-4.093781689
de_cp_1732,de_cp_1732.xyz,CCCc0c(F)cc(c2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,55.911344,-9.6,-1.306922089,1.298392602
de_cp_1733,de_cp_1733.xyz,FCCOc0ccc(c2ccc(OC)c(F)c(F)2)c(F)c(F)0,,ok,ok,mmff,94.844046,-8.5,-2.626630612,-0.378316422
de_cp_1734,de_cp_1734.xyz,CCc0ccc(c2ccc(OC)c(F)c(F)2)c(F)c(F)0,,ok,ok,mmff,73.712059,-14.5,,-1.35766112
de_cp_1735,de_cp_1735.xyz,CCOc0ccc1c2ccc(OCC6CC6)c(F)c2Sc1c(F)0,,ok,ok,mmff,90.55666,-14.3,-2.504756547,-0.66128926
de_cp_1736,de_cp_1736.xyz,CCCOc0ccc1c2ccc(OCC6CC6)c(F)c2Sc1c(F)0,,ok,ok,mmff,90.905055,-15.1,-3.290589919,-1.22008684
de_cp_1737,de_cp_1737.xyz,CCCCCOc0ccc1c2ccc(OCC)c(F)c2Sc1c(F)0,,ok,ok,mmff,70.745075,-6.8,-0.661632394,-2.361697556
de_cp_1738,de_cp_1738.xyz,CCCOc0c(C)cc(c2ccc(C4CCC(CC6CC6)CC4)cc2)c(F)c(F)0,,ok,ok,mmff,94.719369,-6.9,-0.567579394,0.090790149
de_cp_1739,de_cp_1739.xyz,CCCOc0c(C)cc(c2ccc(C4CCC(CCC6CC6)CC4)cc2)c(F)c(F)0,,ok,ok,mmff,95.085845,-5.8,-3.657370263,0.311852089
de_cp_1740,de_cp_1740.xyz,CCCC0CCC(c2ccc(c4ccc(OCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,74.969358,-6.3,-1.055725898,-1.83229877
de_cp_1741,de_cp_1741.xyz,CCCOc0c(C)cc(C2=CCC(CC4CC4)CC2)c(F)c(F)0,,ok,ok,mmff,72.574776,-5.5,-0.696830127,-0.129192483
de_cp_1742,de_cp_1742.xyz,CCCC0CC=C(c2ccc(OCCC)c(F)c(F)2)CC0,,ok,ok,mmff,51.573019,-6.4,-1.187962423,-0.166536222
de_cp_1743,de_cp_1743.xyz,CCCOc0c(C)cc(C2CCC(CC4CC4)CC2)c(F)c(F)0,,ok,ok,mmff,69.043012,-5.5,-5.416071882,-0.649023623
de_cp_1744,de_cp_1744.xyz,CCCC0CCC(c2ccc(OCCC)c(F)c(F)2)CC0,,ok,ok,mmff,48.834191,-6.5,-0.743390085,-3.804765599
de_cp_1745,de_cp_1745.xyz,CCCOc0c(C)cc(c2ccc(C4CCCC4)cc2)c(F)c(F)0,,ok,ok,mmff,75.014838,-5.4,-0.621356776,-0.263810341
de_cp_1746,de_cp_1746.xyz,CCCc0ccc(c2ccc(OCCC)c(F)c(F)2)cc0,,ok,ok,mmff,60.877403,-6.6,-0.669200402,-0.374332984
de_cp_1747,de_cp_1747.xyz,CCCOc0c(C)cc(c2ccc(C4CCC(C6CCCC6)CC4)cc2)c(F)c(F)0,,ok,ok,mmff,86.878104,-5.8,-3.657370263,-0.051672538
de_cp_1748,de_cp_1748.xyz,CCCC0CCC(c2ccc(c4ccc(OCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,74.969358,-6.5,-1.066448857,-1.83229877
de_cp_1749,de_cp_1749.xyz,CCCOc0c(C)cc(C2CCC(C4CCCC4)CC2)c(F)c(F)0,,ok,ok,mmff,60.453681,-5.5,-5.416071882,-0.517093041
de_cp_1750,de_cp_1750.xyz,CCCC0CCC(c2ccc(OCCC)c(F)c(F)2)CC0,,ok,ok,mmff,48.834191,-6.4,-0.758387684,-3.804765599
de_cp_1751,de_cp_1751.xyz,CCCOc0c(C)cc(C2CCC(C4CCC(C6CCCC6)CC4)CC2)c(F)c(F)0,,ok,ok,mmff,75.790806,-5.6,-3.631245699,-0.394221078
de_cp_1752,de_cp_1752.xyz,CCCC0CCC(C2CCC(c4ccc(OCCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,61.434483,-3.3,-5.194065666,-2.535860909
de_cp_1753,de_cp_1753.xyz,CC(C)Cc2ccc(c4ccc(OCC)c(F)c(F)4)cc2,,ok,ok,mmff,68.023876,-3.1,-5.532595726,-2.357348431
de_cp_1754,de_cp_1754.xyz,CCCCc2ccc(c4ccc(OCC)c(F)c(F)4)cc2,,ok,ok,mmff,63.311459,-6.1,-3.721279386,-3.836535101
de_cp_1755,de_cp_1755.xyz,CC(C)CC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,79.738988,-5.8,-0.23779127,-2.629170634
de_cp_1756,de_cp_1756.xyz,CCCCC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,74.062286,-3.1,-5.276621202,0.151189269
de_cp_1757,de_cp_1757.xyz,CC(C)CC0CC=C(c2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,59.215326,-3,-0.649106077,-3.566777291
de_cp_1758,de_cp_1758.xyz,CCCCC0CC=C(c2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,52.212904,-3.1,-4.766863738,-0.130911285
de_cp_1759,de_cp_1759.xyz,CC(C)CC0CCC(c2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,54.357579,-2.9,-4.793930101,-3.624174267
de_cp_1760,de_cp_1760.xyz,CCCCC0CCC(c2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,48.952866,-7.1,-1.977288952,-3.694071909
de_cp_1761,de_cp_1761.xyz,CC(C)Cc0ccc(COc2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,80.250737,-6.9,-7.713245029,-1.257886549
de_cp_1762,de_cp_1762.xyz,CCCCc0ccc(COc2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,76.859514,-9,-1.439094024,-4.927503969
de_cp_1763,de_cp_1763.xyz,CC(C)CC0CCC(c2ccc(COc4ccc(OCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,94.46917,-8.9,-5.513942479,0.44968468
de_cp_1764,de_cp_1764.xyz,CCCC0CCC(c2ccc(COc4ccc(OCCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,88.56801,-6.7,-2.450480042,-3.068798528
de_cp_1765,de_cp_1765.xyz,CC(C)CC0CCC(COc2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,61.346205,-6.5,-6.431180174,-1.534125095
de_cp_1766,de_cp_1766.xyz,CCCCC0CCC(COc2ccc(OCC)c(F)c(F)2)CC0,,ok,ok,mmff,59.050358,-7,-1.259722312,-4.495671784
de_cp_1767,de_cp_1767.xyz,CC(C)CCc0ccc(COc2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,80.555867,-6.9,-7.577652685,-2.446820111
de_cp_1768,de_cp_1768.xyz,CCCCCc0ccc(COc2ccc(OCC)c(F)c(F)2)cc0,,ok,ok,mmff,76.577721,-9.1,2.682623262,-4.991202834
de_cp_1769,de_cp_1769.xyz,CC(C)CCC0CCC(c2ccc(COc4ccc(OCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,92.300302,-8.9,-5.285790376,4.655104502
de_cp_1770,de_cp_1770.xyz,CCCCC0CCC(c2ccc(COc4ccc(OCCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,88.75845,-3.5,-0.36787298,-2.888798321
de_cp_1771,de_cp_1771.xyz,CC(C)CCc0ccc(c2ccc(OCCC)c(F)c(F)2)cc0,,ok,ok,mmff,66.595019,-3.2,-0.375252881,-0.148418943
de_cp_1772,de_cp_1772.xyz,CCCCCc0ccc(c2ccc(OCCC)c(F)c(F)2)cc0,,ok,ok,mmff,60.858408,-6,-3.760482538,0.009027862
de_cp_1773,de_cp_1773.xyz,CC(C)CCC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,81.171493,-5.7,-3.222528691,-2.210359716
de_cp_1774,de_cp_1774.xyz,CCCCCC0CCC(c2ccc(c4ccc(OCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,75.359317,-6,-3.752973378,-2.452347596
de_cp_1775,de_cp_1775.xyz,CC(C)CCC0CCC(C2CC=C(c4ccc(OCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,73.833717,-5.9,-3.860458185,-2.028734735
de_cp_1776,de_cp_1776.xyz,CCCCCC0CCC(C2CC=C(c4ccc(OCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,66.076231,-5.9,-3.57006693,-2.219590628
de_cp_1777,de_cp_1777.xyz,CC(C)CCC0CCC(C2CCC(c4ccc(OCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,72.377188,-5.6,-2.447953229,-2.613778822
de_cp_1778,de_cp_1778.xyz,CCCCCC0CCC(C2CCC(c4ccc(OCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,64.060876,-8.9,-6.791890228,-1.050924244
de_cp_1779,de_cp_1779.xyz,C0CC(C2CCC(c4ccc(c6c(F)c(F)c7c(F)c(OCCC)ccc7c6)cc4)CC2)CC0,,ok,ok,mmff,98.74571,-5.8,,-3.965948938
de_cp_1780,de_cp_1780.xyz,CCC0CCC(c2ccc(c4ccc(OCCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,72.027895,-8.3,-4.719749205,0.132369209
de_cp_1781,de_cp_1781.xyz,C0CC(C2CCC(C4CCC(c6c(F)c(F)c7c(F)c(OCC)ccc7c6)CC4)CC2)CC0,,ok,ok,mmff,87.846435,-5.6,-4.196408462,-4.146637975
de_cp_1782,de_cp_1782.xyz,CCC0CCC(C2CCC(c4ccc(OCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,62.506206,-5.9,-3.904954857,-2.934652452
de_cp_1783,de_cp_1783.xyz,CCCC0Oc1c(F)c(F)c(c2ccc(C3CCC(C4CCCC4)CC3)cc2)cc1CC0,,ok,ok,mmff,83.299147,-2.7,-1.387498085,-2.755729943
de_cp_1784,de_cp_1784.xyz,CCCC0CCC(c2ccc(c4ccc(CCC)c(F)c(F)4)cc2)CC0,,ok,ok,mmff,63.726709,-5.3,-3.621711478,-0.296967778
de_cp_1785,de_cp_1785.xyz,CCCC0Oc1c(F)c(F)c(C2CCC(C3CCC(C4CCCC4)CC3)CC2)cc1CC0,,ok,ok,mmff,78.531782,-2.4,-1.321664635,-2.765576735
de_cp_1786,de_cp_1786.xyz,CCCC0CCC(C2CCC(c4ccc(CCC)c(F)c(F)4)CC2)CC0,,ok,ok,mmff,50.706661,-5.8,-1.925758481,-0.447744001
de_cp_1787,de_cp_1787.xyz,C0CCCC0c1ccc(c2c(F)c(F)c3CC(CCC)Cc3c2)cc1,,ok,ok,mmff,71.711523,-2.6,-1.924160605,-1.151235561
de_cp_1788,de_cp_1788.xyz,CCCc1ccc(c2c(F)c(F)c(CCC)cc2)cc1,,ok,ok,mmff,52.652119,-6.9,-1.781363441,-0.606228002
de_cp_1789,de_cp_1789.xyz,C0CCCC0C1CCC(c2ccc(c3c(F)c(F)c4CCCc4c3)cc2)CC1,,ok,ok,mmff,79.096449,-2.7,-1.08118623,-1.109174207
de_cp_1790,de_cp_1790.xyz,CCCC0CCC(c1ccc(c2c(F)c(F)c(CCC)cc2)cc1)CC0,,ok,ok,mmff,63.777425,-5.4,-2.456598026,-0.217379818
de_cp_1791,de_cp_1791.xyz,C0CCCC0C1CCC(c2c(F)c(F)c3CC(CCC)Cc3c2)CC1,,ok,ok,mmff,56.248112,-5.6,-2.07128571,-1.676761113
de_cp_1792,de_cp_1792.xyz,C0CCCC0C1CC=C(c2c(F)c(F)c3CC(CCC)Cc3c2)CC1,,ok,ok,mmff,61.441177,-2.3,-1.733616281,-1.331016667
